Top 100,Org Rk,Name,Org,Pos,Current Level,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Video,PlayerId
0,22,"Jaylin Davis","MIN","RF","AAA",,"40",2020,"Med","24.5","6' 1""","190","R","R","2015 Draft Rnd 24 (MIN)","Appalachian State","TFPeuDvCl5o","19552"
0,22,"Josh Breaux","NYY","C","",,"40",2021,"High","20.8","6' 1""","220","R","R","2018 Draft Rnd 2 (NYY)","McLennan JC (TX)","eKBeym1c65Q","sa3008051"
0,22,"Ji Hwan Bae","PIT","SS","AAA",,"40",2022,"High","19.4","6' 1""","170","L","R","2017 J2 (PIT)","South Korea","","23818"
0,22,"Huascar Ynoa","ATL","RHP","MLB",1,"40",2021,"High","20.6","6' 3""","175","R","R","2014 J2 (MIN)","Dominican Republic","6QvHekmFzts","20468"
0,22,"Miguel Hernandez","CIN","SS","",,"40",2023,"High","19.7","6' 0""","170","R","R","2015 J2 (CIN)","Venezuela","n6Hc7GlV8mA","sa917055"
0,22,"Sam Hentges","CLE","LHP","MLB",,"40",2021,"High","22.5","6' 6""","245","L","L","2014 Draft Rnd 4 (CLE)","Mounds View HS (MN)","","18548"
0,22,"Garrett Cooper","MIA","1B","AAA",,"40",2018,"Med","28.0","6' 6""","230","R","R","2013 Draft Rnd 6 (MIL)","Auburn","","15279"
0,22,"Luis Gonzalez","BAL","LHP","",,"40",2018,"Low","27.0","6' 2""","170","L","L","2009 J2 (PHI)","Dominican Republic","","sa550522"
0,22,"Kelvin Beltre","SFG","3B","A+",,"40",2021,"Med","22.3","5' 11""","170","R","R","2013 J2 (SFG)","Dominican Republic","","sa827969"
0,22,"Evan Steele","KCR","LHP","A",,"40",2020,"Med","22.1","6' 5""","210","R","L","2017 Draft Rnd 2 (KCR)","Chipola JC (FL)","","sa915636"
0,22,"Jamie Westbrook","ARI","LF","",1,"40",2019,"Med","23.5","5' 9""","170","R","R","2013 Draft Rnd 5 (ARI)","Basha HS (AZ)","","15504"
0,22,"Jamie Callahan","NYM","RHP","MLB",,"40",2018,"Low","24.4","6' 2""","230","R","R","2012 Draft Rnd 2 (BOS)","Dillon HS (SC)","","14711"
0,22,"Jake Jewell","LAA","RHP","AAA",,"40",2018,"High","25.6","6' 3""","200","R","R","2014 Draft Rnd 5 (LAA)","Northeast Oklahoma JC","iYmGPWVSi1c","16958"
0,22,"Thomas Eshelman","PHI","RHP","",,"40",2018,"Low","24.5","6' 3""","210","R","R","2015 Draft Rnd 2 (HOU)","Fullerton","D291QeiCx6U","18361"
0,22,"Miguel Hiraldo","TOR","3B","",1,"40",2022,"Med","18.3","5' 11""","170","R","R","2017 J2 (TOR)","Dominican Republic","","sa3005486"
0,22,"Tyler Phillips","TEX","RHP","MLB",1,"40",2021,"High","21.2","6' 5""","200","R","R","2015 Draft Rnd 16 (TEX)","Bishop Eustace HS (NJ)","","20629"
0,22,"Stephen Gingery","STL","LHP",,,"40",2020,"High","21.3","6' 2""","220","R","L","2018 Draft Rnd 4 (STL)","Texas Tech","",
0,22,"Micah Bello","MIL","CF","",,"35+",2022,"Med","18.4","5' 11""","165","R","R","2018 Draft Rnd 2 (MIL)","Hilo HS (HI)","ZHFyYj1XQuU","sa3006883"
0,22,"Denyi Reyes","BOS","RHP","",,"35+",2021,"High","22.2","6' 4""","209","R","R","2015 J2 (BOS)","Dominican Republic","","20526"
0,22,"Joe Rizzo","SEA","3B","",-1,"35+",2020,"Low","20.8","5' 9""","200","L","R","2016 Draft Rnd 2 (SEA)","Oakton HS (VA)","VU5-CG99f8E","sa917934"
0,23,"Tanner Dodson","TBR","RHP","",,"40+",2021,"Med","21.6","6' 1""","170","S","R","2018 Draft Rnd 2 (TBR)","Cal","a723taF8Ipw","sa3007008"
0,23,"Luis Campusano","SDP","C","MLB",1,"40+",2022,"High","20.3","6' 0""","195","R","R","2017 Draft Rnd 1 (SDP)","Cross Creek HS (GA)","","22217"
0,23,"Jordan Stephens","CHW","RHP","AAA",1,"40",2019,"Med","26.3","6' 1""","185","R","R","2015 Draft Rnd 5 (CHW)","Rice","","sa875031"
0,23,"Gerardo Carrillo","LAD","RHP","AAA",1,"40",2022,"High","20.3","6' 0""","154","R","R","2016 J2 (LAD)","Mexico","","sa3002790"
0,23,"Bryan Hudson","CHC","LHP","MLB",,"40",2022,"High","21.6","6' 8""","220","L","L","2015 Draft Rnd 3 (CHC)","Alton HS (IL)","","19924"
0,23,"Jayson Schroeder","HOU","RHP","",,"40",2023,"High","19.1","6' 2""","200","R","R","2018 Draft Rnd 2 (HOU)","Juanita HS (WA)","","sa3008356"
0,23,"Spencer Turnbull","DET","RHP","",,"40",2018,"Low","26.3","6' 3""","215","R","R","2014 Draft Rnd 2 (DET)","Alabama","f_uHlgNXsp8","16207"
0,23,"Sam Howard","COL","LHP","",-1,"40",2018,"Low","25.8","6' 3""","170","R","L","2014 Draft Rnd 3 (COL)","Georgia Southern","","16265"
0,23,"Kyle Finnegan","OAK","RHP","MLB",,"40",2018,"Low","27.3","6' 2""","175","R","R","2013 Draft Rnd 6 (OAK)","Texas State","","15009"
0,23,"Lewin Díaz","MIN","1B","ST",,"40",2021,"High","22.1","6' 3""","180","L","L","2013 J2 (MIN)","Dominican Republic","b6BzJGKnQbI","18365"
0,23,"Chance Adams","NYY","RHP","",-1,"40",2018,"Med","24.4","6' 0""","215","R","R","2015 Draft Rnd 5 (NYY)","Dallas Baptist","If_SFx0CQxM","18135"
0,23,"JT Brubaker","PIT","RHP","MLB",,"40",2018,"Med","25.1","6' 4""","175","R","R","2015 Draft Rnd 6 (PIT)","Akron","","17578"
0,23,"Trey Riley","ATL","RHP","",,"40",2022,"High","20.7","6' 2""","180","L","R","2018 Draft Rnd 5 (ATL)","Logan JC","tpwu75XB6II","sa3007611"
0,23,"Bren Spillane","CIN","1B","",,"40",2021,"Med","22.3","6' 5""","210","R","R","2018 Draft Rnd 3 (CIN)","Illinois","","sa876159"
0,23,"Nick Sandlin","CLE","RHP","MLB",,"40",2020,"High","22.0","5' 11""","170","R","R","2018 Draft Rnd 2 (CLE)","Southern Mississippi","ZrCL8mY_wUU","20517"
0,23,"Tristan Pompey","MIA","LF","",,"40",2021,"High","21.8","6' 4""","200","S","R","2018 Draft Rnd 3 (MIA)","Kentucky","","sa3008077"
0,23,"Lamar Sparks","BAL","CF","",,"40",2022,"High","20.3","6' 2""","170","R","R","2017 Draft Rnd 5 (BAL)","Seven Lakes HS (TX)","","sa3004932"
0,23,"Melvin Adon","SFG","RHP","",,"40",2020,"High","24.6","6' 3""","235","R","R","2014 J2 (SFG)","Dominican Republic","6ghLcOh-UlI","sa873314"
0,23,"Daniel Tillo","KCR","LHP","",,"40",2021,"Med","22.6","6' 5""","215","L","L","2017 Draft Rnd 3 (KCR)","Iowa Western JC","","sa876284"
0,23,"Matt Mercer","ARI","RHP","",,"40",2022,"High","22.3","6' 1""","185","R","R","2018 Draft Rnd 5 (ARI)","Oregon","","sa3007837"
0,23,"Ryley Gilliam","NYM","RHP","AA",,"40",2020,"Med","22.4","5' 10""","170","R","R","2018 Draft Rnd 5 (NYM)","Clemson","","sa3008225"
0,23,"Connor Seabold","PHI","RHP","MLB",1,"40",2021,"Low","22.9","6' 3""","190","R","R","2017 Draft Rnd 3 (PHI)","Fullerton","","19695"
0,23,"Chavez Young","TOR","OF","",1,"40",2020,"High","21.5","6' 0""","195","S","R","2016 Draft Rnd 39 (TOR)","Faith Baptist HS (GA)","","sa918963"
0,23,"Keithron Moss","TEX","SS","",1,"40",2023,"High","17.4","5' 11""","165","S","R","2017 J2 (TEX)","Bahamas","","sa3005599"
0,23,"Nick Dunn","STL","2B","",,"40",2020,"Low","21.9","5' 10""","175","L","R","2018 Draft Rnd 5 (STL)","Maryland","","sa915613"
0,23,"Je'Von Ward","MIL","RF","AA",,"35+",2023,"High","19.2","6' 5""","190","L","R","2017 Draft Rnd 12 (MIL)","Gahr HS (CA)","","sa3004969"
0,23,"Brett Netzer","BOS","2B","",,"35+",2020,"Med","22.6","6' 0""","195","L","R","2017 Draft Rnd 3 (BOS)","Charlotte","","sa3004804"
0,23,"Livan Soto","LAA","SS","",,"35+",2022,"Med","18.5","6' 0""","160","L","R","2016 J2 (ATL)","Venezuela","","22471"
0,24,"Jacob Nix","SDP","RHP","",-1,"40+",2019,"High","23.0","6' 4""","220","R","R","2015 Draft Rnd 3 (SDP)","IMG Academy HS (FL)","LM9yJp5lRaI","17775"
0,24,"Alex Call","CHW","RF","MLB",1,"40",2020,"Med","24.3","6' 0""","180","R","R","2016 Draft Rnd 3 (CHW)","Ball State","","19296"
0,24,"Josh Sborz","LAD","RHP","AAA",,"40",2019,"Low","25.0","6' 3""","225","R","R","2015 Draft Rnd 2 (LAD)","Virginia","","18323"
0,24,"Zack Short","CHC","SS","MLB",1,"40",2019,"Low","23.6","5' 10""","175","R","R","2016 Draft Rnd 17 (CHC)","Sacred Heart","","19562"
0,24,"Manny Ramirez","HOU","RHP","",1,"40",2023,"High","19.1","5' 11""","170","R","R","2017 J2 (HOU)","Dominican Republic","","sa3004833"
0,24,"Reynaldo Rivera","DET","1B","",,"40",2022,"Med","21.5","6' 6""","250","L","R","2017 Draft Rnd 2 (DET)","Chipola JC (FL)","","sa918552"
0,24,"Tommy Doyle","COL","RHP","ST",1,"40",2019,"Med","22.7","6' 4""","235","R","R","2017 Draft Rnd 2 (COL)","Virginia","","21281"
0,24,"Wyatt Marks","OAK","RHP","",1,"40",2019,"Med","23.5","6' 3""","205","R","R","2017 Draft Rnd 13 (OAK)","UL-Lafayette","","sa3004453"
0,24,"Lewis Thorpe","MIN","LHP","",1,"40",2019,"Med","23.1","6' 1""","160","R","L","2012 J2 (MIN)","Australia","","15906"
0,24,"Garrett Whitlock","NYY","RHP","MLB",1,"40",2020,"Med","22.6","6' 5""","190","R","R","2017 Draft Rnd 18 (NYY)","UAB","","20191"
0,24,"Clay Holmes","PIT","RHP","MLB",,"40",2018,"Med","25.8","6' 5""","230","R","R","2011 Draft Rnd 9 (PIT)","Slocomb HS (AL)","mAZ3PKMP6mU","13649"
0,24,"Ricardo Sanchez","ATL","LHP","AAA",-1,"40",2020,"High","21.7","5' 11""","170","L","L","2013 J2 (LAA)","Venezuela","wzMiwKP5o3U","17581"
0,24,"Quentin Holmes","CLE","CF","",,"40",2023,"High","19.5","6' 3""","175","R","R","2016 Draft Rnd 2 (CLE)","McClancy HS (NY)","uMA6Z9tYqqI","sa3004776"
0,24,"Robert Dugger","MIA","RHP","AAA",,"40",2020,"Med","23.5","6' 2""","180","R","R","2016 Draft Rnd 18 (SEA)","Texas Tech","","19191"
0,24,"Gray Fenter","BAL","RHP","",,"40",2021,"High","22.9","6' 0""","200","R","R","2015 Draft Rnd 7 (BAL)","West Memphis HS (TN)","","sa875233"
0,24,"Jonathan Bowlan","KCR","RHP","MLB",,"40",2021,"Med","22.1","6' 6""","262","R","R","2018 Draft Rnd 2 (KCR)","Memphis","","24607"
0,24,"Tyler Frank","TBR","2B","",,"40",2021,"Low","22.0","6' 0""","185","R","R","2018 Draft Rnd 2 (TBR)","Florida Atlantic","","sa3006660"
0,24,"Emilio Vargas","ARI","RHP","AA",1,"40",2020,"High","22.4","6' 3""","200","R","R","2014 J2 (ARI)","Dominican Republic","","sa736761"
0,24,"Adam Hill","NYM","RHP","",,"40",2021,"Med","21.8","6' 5""","215","R","R","2018 Draft Rnd 4 (NYM)","South Carolina","UuB2qG_7BI","sa876313"
0,24,"Colton Eastman","PHI","RHP","",,"40",2022,"Med","22.4","6' 3""","185","R","R","2018 Draft Rnd 4 (PHI)","Fullerton","","sa3008312"
0,24,"Rowdy Tellez","TOR","1B","",,"40",2019,"High","23.8","6' 4""","220","L","L","2013 Draft Rnd 30 (TOR)","Elk Grove HS (CA)","jEnF7574CyA","15679"
0,24,"Yerry Rodríguez","TEX","RHP","AA",1,"40",2022,"High","21.2","6' 2""","180","R","R","2015 J2 (TEX)","Dominican Republic","","21955"
0,24,"Delvin Perez","STL","SS","",,"40",2021,"High","20.1","6' 3""","170","R","R","2016 Draft Rnd 1 (STL)","Int'l Baseball Academy HS (PR)","zoyhWdJpeQU","sa917935"
0,24,"Aaron Ashby","MIL","LHP","MLB",,"35+",2021,"Med","20.6","6' 1""","170","L","L","2018 Draft Rnd 4 (MIL)","Crowder JC (MO)","","23550"
0,24,"Lorenzo Cedrola","CIN","CF","AAA",,"35+",2022,"Med","21.0","5' 11""","170","R","R","2014 J2 (BOS)","Venezuela","","sa872850"
0,24,"Thaddeus Ward","BOS","RHP","",,"35+",2021,"High","22.0","6' 3""","185","R","R","2018 Draft Rnd 5 (BOS)","UCF","","21513"
0,24,"Malique Ziegler","SFG","CF","A+",,"35+",2021,"Med","22.3","6' 2""","170","R","R","2016 Draft Rnd 22 (SFG)","North Iowa JC (IA)","","sa918507"
0,24,"D'Shawn Knowles","LAA","CF","",,"35+",2023,"High","18.0","6' 0""","165","S","R","2017 J2 (LAA)","Bahamas","","sa3006889"
0,25,"Buddy Reed","SDP","CF","",1,"40+",2019,"High","23.7","6' 4""","210","S","R","2016 Draft Rnd 2 (SDP)","Florida","SKkOwJl5w0s","sa738683"
0,25,"Jameson Fisher","CHW","LF","",,"40",2019,"Low","25.0","6' 2""","200","L","R","2016 Draft Rnd 4 (CHW)","Southeast Lousiana","","sa658576"
0,25,"Mark Zagunis","CHC","LF","",-1,"40",2018,"Low","25.9","6' 0""","215","R","R","2014 Draft Rnd 3 (CHC)","Virginia Tech","","16565"
0,25,"Jeremy Peña","HOU","SS","MLB",,"40",2022,"Med","21.3","6' 0""","180","R","R","2018 Draft Rnd 3 (HOU)","Maine","YRrhsdBsxBo","21636"
0,25,"Logan Shore","DET","RHP","AAA",,"40",2019,"Low","24.0","6' 2""","215","R","R","2016 Draft Rnd 2 (OAK)","Florida","wKX7dii-6gw","sa738442"
0,25,"Ben Bowden","COL","LHP","AAA",1,"40",2019,"Med","24.2","6' 4""","235","L","L","2016 Draft Rnd 2 (COL)","Vanderbilt","","20198"
0,25,"Zack Littell","MIN","RHP","",,"40",2019,"Low","23.2","6' 4""","220","R","R","2013 Draft Rnd 11 (SEA)","Eastern Alamance HS (NC)","","15823"
0,25,"Alexander Vargas","NYY","SS",,,"40",2024,"High","16.7","6' 0""","150","S","R","2018 J2 (NYY)","Cuba","1-63oQOd8s0",
0,25,"Adam McCreery","ATL","LHP","",,"40",2019,"Low","26.0","6' 8""","195","L","L","2014 Draft Rnd 22 (LAA)","Azusa Pacific","vCcEV1ZOxew","19550"
0,25,"Logan Ice","CLE","C","",,"40",2021,"Med","23.6","5' 10""","195","S","R","2016 Draft Rnd 2 (CLE)","Oregon State","YB29dANPeAY","sa913305"
0,25,"Brayan Hernandez","MIA","CF","",,"40",2021,"High","21.3","6' 2""","175","R","R","2014 J2 (SEA)","Dominican Republic","ndl-wG3DJac","sa876536"
0,25,"Mike Baumann","BAL","RHP","MLB",,"40",2021,"Med","23.3","6' 4""","225","R","R","2017 Draft Rnd 3 (BAL)","Jacksonville","","20206"
0,25,"Carlos Hernández","KCR","RHP","AAA",,"40",2022,"Med","21.8","6' 4""","175","R","R","2016 J2 (KCR)","Venezuela","","22713"
0,25,"Alejandro Pie","TBR","SS",,,"40",2024,"High","16.4","6' 4""","175","R","R","2018 J2 (TBR)","Dominican Republic","pROw9MwMoSw",
0,25,"Jake Holmes","PHI","SS","A-",,"40",2022,"High","20.5","6' 3""","185","R","R","2017 Draft Rnd 11 (PHI)","Pinnacle HS (AZ)","IRTWnecqxDo","sa3004815"
0,25,"Chad Spanberger","TOR","1B","",,"40",2021,"High","23.2","6' 3""","235","L","R","2017 Draft Rnd 6 (COL)","Arkansas","","sa3004242"
0,25,"Kyle Cody","TEX","RHP","",-1,"40",2020,"High","24.4","6' 7""","245","R","R","2016 Draft Rnd 6 (TEX)","Kentucky","","19686"
0,25,"Giovanny Gallegos","STL","RHP","AAA",,"40",2019,"Low","27.4","6' 2""","210","R","R","2010 J2 (NYY)","Mexico","","14986"
0,25,"Michael Grove","LAD","RHP",,,"35+",2022,"High","22.0","6' 3""","200","R","R","2018 Draft Rnd 2 (LAD)","West Virginia","",
0,25,"Eduarqui Fernandez","MIL","CF",,,"35+",2023,"Med","16.6","6' 2""","180","R","R","2018 J2 (MIL)","Dominican","oBEgUc9B7xM",
0,25,"Alfonso Rivas III","OAK","LF","AAA",,"35+",2021,"Med","22.3","5' 11""","180","L","L","2018 Draft Rnd 4 (OAK)","Arizona","","21560"
0,25,"Deon Stafford","PIT","C","",,"35+",2020,"Med","22.8","5' 11""","211","R","R","2017 Draft Rnd 5 (PIT)","St. Joseph's","","sa915865"
0,25,"Michael Beltre","CIN","CF","",,"35+",2020,"Med","23.5","6' 3""","220","S","R","2013 J2 (CIN)","Dominican Republic","","sa736945"
0,25,"Kole Cottam","BOS","C","",,"35+",2021,"High","21.6","6' 3""","225","R","R","2018 Draft Rnd 4 (BOS)","Kentucky","_v0PGuGlVBY","sa3006780"
0,25,"Juan Sanchez","SFG","LHP","AAA",,"35+",2023,"High","18.1","6' 2""","165","L","L","2017 J2 (SFG)","Dominican Republic","","sa3005444"
0,25,"Liover Peguero","ARI","SS","MLB",,"35+",2024,"High","18.0","6' 1""","160","R","R","2017 J2 (ARI)","Dominican Republic","","24273"
0,25,"Shervyen  Newton","NYM","SS","",,"35+",2022,"High","19.7","6' 4""","180","S","R","2015 J2 (NYM)","Dominican Republic","","sa917119"
0,25,"Kyle Bradish","LAA","RHP",,,"35+",2020,"High","22.3","6' 4""","190","R","R","2018 Draft Rnd 4 (LAA)","New Mexico State","",
0,26,"Danny Mendick","CHW","SS","",,"40",2019,"Low","25.3","5' 10""","190","R","R","2015 Draft Rnd 22 (CHW)","UMass Lowell","","18889"
0,26,"Jason Vosler","CHC","3B","",-1,"40",2019,"Low","25.3","6' 1""","190","L","R","2014 Draft Rnd 16 (CHC)","Northeastern","","16686"
0,26,"Osvaldo Duarte","HOU","SS","",1,"40",2020,"Med","23.0","5' 9""","160","R","R","2013 J2 (HOU)","Dominican Republic","","sa828299"
0,26,"Gerson Moreno","DET","RHP","AAA",,"40",2019,"Med","23.3","6' 0""","175","R","R","2012 J2 (DET)","Dominican Republic","","sa736656"
0,26,"Reid Humphreys","COL","RHP","",1,"40",2019,"Med","24.1","6' 1""","205","R","R","2016 Draft Rnd 2 (COL)","Mississippi State","","sa738685"
0,26,"Tyler Jay","MIN","LHP","AAA",1,"40",2019,"High","24.7","6' 1""","185","L","L","2015 Draft Rnd 1 (MIN)","Illinois","","17952"
0,26,"Oswaldo Cabrera","NYY","2B","MLB",1,"40",2021,"Med","19.8","5' 10""","145","S","R","2015 J2 (NYY)","Venezuela","","21707"
0,26,"Drew Lugbauer","ATL","C","AAA",-1,"40",2020,"Med","22.4","6' 3""","220","L","R","2017 Draft Rnd 11 (ATL)","Michigan","","sa829268"
0,26,"Tahnaj Thomas","CLE","RHP","",1,"40",2023,"High","19.5","6' 4""","190","R","R","2016 J2 (CLE)","Bahamas","","sa3003066"
0,26,"Braxton Lee","MIA","CF","",-1,"40",2019,"Med","25.4","5' 10""","185","L","R","2014 Draft Rnd 12 (TB)","Ole Miss","cojxmsi0ffU","16839"
0,26,"Evan Phillips","BAL","RHP","",1,"40",2018,"Med","24.3","6' 2""","215","R","R","2015 Draft Rnd 17 (ATL)","UNC Wilmington","","17734"
0,26,"Zack Haake","KCR","RHP","",,"40",2021,"High","22.2","6' 4""","215","L","R","2018 Draft Rnd 6 (KCR)","Kentucky","","sa3008523"
0,26,"Michael Mercado","TBR","RHP","MLB",,"40",2022,"High","19.7","6' 4""","160","R","R","2017 Draft Rnd 2 (TBR)","Westview HS (CA)","","23223"
0,26,"Walker Lockett","SDP","RHP","MLB",,"40",2018,"Low","24.7","6' 5""","225","R","R","2012 Draft Rnd 4 (SDP)","Providence HS (FL)","","13804"
0,26,"Dominic Pipkin","PHI","RHP","",,"40",2023,"High","19.2","6' 4""","170","R","R","2018 Draft Rnd 9 (PHI)","Pinole Valley HS (CA)","DKMEUGg70g4","sa3007896"
0,26,"Yennsy Díaz","TOR","RHP","AAA",,"40",2020,"Med","22.1","6' 1""","160","R","R","2014 J2 (TOR)","Dominican Republic","","20218"
0,26,"Jose Trevino","TEX","C","MLB",,"40",2018,"Low","26.1","5' 10""","195","R","R","2014 Draft Rnd 6 (TEX)","Oral Roberts","","16725"
0,26,"Génesis Cabrera","STL","LHP","MLB",,"40",2019,"Med","22.2","6' 1""","170","L","L","2013 J2 (TBR)","Dominican Republic","sKhWIR1ZYYA","17490"
0,26,"Miguel Vargas","LAD","3B","MLB",,"35+",2022,"Med","19.1","6' 3""","200","R","R","2017 J2 (LAD)","Cuba","","20178"
0,26,"Korry Howell","MIL","SS",,,"35+",2022,"High","20.3","6' 2""","175","R","R","2018 Draft Rnd 12 (MIL)","Kirkwood JC (IA)","",
0,26,"Brian Howard","OAK","RHP","",,"35+",2019,"Low","23.7","6' 9""","185","R","R","2017 Draft Rnd 8 (OAK)","TCU","","sa918377"
0,26,"Grant Koch","PIT","C","",,"35+",2022,"High","21.9","5' 11""","200","R","R","2018 Draft Rnd 5 (PIT)","Arkansas","","22045"
0,26,"James Marinan","CIN","RHP","A+",,"35+",2021,"Med","20.2","6' 5""","220","R","R","2017 Draft Rnd 4 (LAD)","Park Vista HS (FL)","","sa3005121"
0,26,"Ricardo Genoves","SFG","C","",,"35+",2022,"High","19.6","6' 2""","210","R","R","2015 J2 (SFG)","Venezuela","","sa916844"
0,26,"Geraldo Perdomo","ARI","SS","MLB",,"35+",2023,"High","19.2","6' 2""","184","R","R","2016 J2 (ARI)","Dominican Republic","","22799"
0,26,"Jhoan Urena","NYM","3B","AAA",,"35+",2021,"Med","24.3","6' 1""","225","S","R","2011 J2 (NYM)","Dominican Republic","","sa657511"
0,26,"Alexander Ramirez","LAA","RF",,,"35+",2023,"High","15.8","6' 2""","180","R","R","2018 J2 (LAA)","Dominican Republic","",
0,27,"Jason Bilous","CHW","RHP","",,"40",2020,"High","21.4","6' 2""","190","R","R","2018 Draft Rnd 13 (CHW)","Coastal Carolina","","sa875998"
0,27,"Keegan Thompson","CHC","LHP","MLB",1,"40",2019,"Med","23.8","6' 0""","193","R","R","2017 Draft Rnd 3 (CHC)","Auburn","","19795"
0,27,"Jandel Gustave","HOU","RHP","",,"40",2018,"Med","26.2","6' 2""","210","R","R","2010 J2 (HOU)","Dominican Republic","","14665"
0,27,"Sam McMillan","DET","C","",,"40",2023,"High","20.1","6' 1""","195","R","R","2017 Draft Rnd 5 (DET)","Suwanee HS (FL)","","sa3004277"
0,27,"Devin Smeltzer","MIN","LHP","",,"40",2019,"Low","23.3","6' 3""","195","R","L","2016 Draft Rnd 5 (LAD)","San Jacinto JC (TX)","sO68TM2v_iE","19487"
0,27,"Nolan Martinez","NYY","RHP","",,"40",2022,"High","20.5","6' 2""","165","R","R","2016 Draft Rnd 3 (NYY)","Culver City HS (CA)","","sa917988"
0,27,"Jasseel De La Cruz","ATL","RHP","",1,"40",2021,"High","21.5","6' 1""","175","R","R","2014 J2 (ATL)","Dominican Republic","","sa879559"
0,27,"Ignacio Feliz","CLE","RHP","",1,"40",2023,"High","19.2","6' 1""","180","R","R","2016 J2 (CLE)","Dominican Republic","","sa3002982"
0,27,"Jordan Holloway","MIA","RHP","AA",,"40",2020,"Med","22.6","6' 4""","190","R","R","2014 Draft Rnd 20 (MIA)","Ralston Valley HS (CO)","","20631"
0,27,"Zach Pop","BAL","RHP","MLB",,"40",2019,"High","22.3","6' 4""","220","R","R","2017 Draft Rnd 7 (LAD)","Kentucky","","20185"
0,27,"Austin Franklin","TBR","RHP","",,"40",2021,"High","21.2","6' 3""","215","R","R","2016 Draft Rnd 3 (TBR)","Paxton HS (FL)","","sa917977"
0,27,"Blake Hunt","SDP","C","AAA",,"40",2022,"High","20.1","6' 3""","185","R","R","2017 Draft Rnd 2 (SDP)","Mater Dei HS (CA)","","sa3004153"
0,27,"Drew Anderson","PHI","RHP","MLB",1,"40",2018,"Med","24.8","6' 3""","185","R","R","2012 Draft Rnd 21 (PHI)","Galena Prep (NV)","","15130"
0,27,"Samad Taylor","TOR","2B","MLB",,"40",2022,"High","20.5","5' 10""","160","R","R","2016 Draft Rnd 10 (CLE)","Corona HS (CA)","","22274"
0,27,"Matt Whatley","TEX","C","",,"40",2021,"Med","23.0","5' 10""","200","R","R","2017 Draft Rnd 3 (TEX)","Oral Roberts","a_dkqhQUrqo","sa915868"
0,27,"Derian Gonzalez","STL","RHP","-3",,"40",2019,"Med","23.9","6' 3""","190","R","R","2012 J2 (STL)","Venezuela","","sa737568"
0,27,"Ronny Brito","LAD","2B","",,"35+",2022,"High","19.8","6' 0""","165","R","R","2015 J2 (LAD)","Dominican Republic","","sa917329"
0,27,"Ryan Feltner","COL","RHP","MLB",,"35+",2021,"High","22.3","6' 4""","190","R","R","2018 Draft Rnd 4 (COL)","Ohio State","","21446"
0,27,"Ariel Hernández","MIL","RHP","",,"35+",2019,"High","26.8","6' 4""","230","R","R","2008 J2 (CIN)","Dominican Republic","utwnDASP7so","15603"
0,27,"Parker Dunshee","OAK","RHP","",,"35+",2019,"Low","23.9","6' 1""","205","R","R","2017 Draft Rnd 7 (OAK)","Wake Forest","","20018"
0,27,"Max Kranick","PIT","RHP","",,"35+",2022,"High","21.4","6' 3""","175","R","R","2016 Draft Rnd 11 (PIT)","Valley View HS (PA)","","22175"
0,27,"Hendrik Clementina","CIN","C","AA",,"35+",2021,"High","21.5","6' 0""","250","R","R","2013 J2 (LAD)","Curacao","","sa828422"
0,27,"Jose Layer","SFG","RF","",,"35+",2022,"High","21.6","6' 0""","160","R","R","2016 Draft Rnd 13 (SFG)","Puerto Rico","","sa918284"
0,27,"Juan Carlos Negret","KCR","RF","A+",,"35+",2022,"High","19.5","6' 1""","190","R","R","2016 J2 (ATL*)","Cuba","","sa3003430"
0,27,"Christian Walker","ARI","1B","MLB",-1,"35+",2018,"Med","27.8","6' 0""","220","R","R","2012 Draft Rnd 4 (BAL)","South Carolina","","13419"
0,27,"Nick Meyer","NYM","C","",,"35+",2021,"Med","21.9","6' 2""","200","R","R","2018 Draft Rnd 6 (NYM)","Cal Poly","","sa3007826"
0,28,"Bernardo Flores Jr.","CHW","LHP","AAA",1,"40",2020,"High","23.4","6' 3""","170","L","L","2016 Draft Rnd 7 (CHW)","USC","","19561"
0,28,"Bryan Abreu","HOU","RHP","MLB",1,"40",2020,"High","21.7","6' 1""","175","R","R","2013 J2 (HOU)","Dominican Republic","","16609"
0,28,"Matt Hall","DET","LHP","",,"40",2019,"Low","25.4","6' 0""","200","L","L","2015 Draft Rnd 6 (DET)","Missouri State","","18076"
0,28,"Jorge Alcala","MIN","RHP","MLB",,"40",2020,"Med","23.4","6' 3""","180","R","R","2014 J2 (HOU)","Dominican Republic","","19459"
0,28,"Raimfer Salinas","NYY","CF","",1,"40",2023,"High","18.0","6' 0""","175","R","R","2017 J2 (NYY)","Venezuela","","sa3005597"
0,28,"Sam Haggerty","CLE","2B","MLB",,"40",2020,"Med","24.6","5' 11""","175","S","R","2015 Draft Rnd 24 (CLE)","New Mexico","","18054"
0,28,"Josh Rogers","BAL","LHP","",1,"40",2019,"Low","24.5","6' 3""","220","L","L","2015 Draft Rnd 11 (NYY)","Louisville","","18510"
0,28,"Michael Pérez","TBR","C","",,"40",2019,"Low","26.4","5' 11""","180","R","R","2011 Draft Rnd 5 (ARI)","Colegio Vocacional Para Adultos (PR)","","12977"
0,28,"Jordy Barley","SDP","SS","",,"40",2023,"High","19.1","6' 0""","160","R","R","2016 J2 (SDP)","Dominican Republic","xHbnPwZEbjI","sa3004148"
